,OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,SalesTeamID,CustomerID,StoreID,ProductID,Order Quantity,Discount Applied,Unit Cost,Unit Price,Revenue,Profit,Procured_to_Order,Order_to_Ship,Ship_to_Delivery,Procured_to_Delivery
7216,SO - 0007317,In-Store,WARE-XYS1001,2020-06-18,2020-10-02,2020-10-12,2020-10-22,11,18,53,36,2,0.08,525.88,1118.9,2058.7760000000003,1007.02,106,10,10,126
7217,SO - 0007318,In-Store,WARE-UHY1004,2020-06-18,2020-10-02,2020-10-13,2020-10-22,3,11,241,15,4,0.08,110.75,194.3,715.0240000000001,272.02,106,11,9,126
7218,SO - 0007319,Online,WARE-MKL1006,2020-06-18,2020-10-02,2020-10-28,2020-11-07,15,42,333,9,2,0.15,3702.82,6070.2,10319.34,2913.7,106,26,10,142
7219,SO - 0007320,Distributor,WARE-NBV1002,2020-06-18,2020-10-02,2020-10-23,2020-10-29,24,16,87,29,4,0.05,794.42,1118.9,4251.82,1074.14,106,21,6,133
7220,SO - 0007321,Online,WARE-UHY1004,2020-06-18,2020-10-02,2020-10-05,2020-10-13,14,7,248,4,2,0.08,1638.02,2559.4,4709.296,1433.26,106,3,8,117
7221,SO - 0007322,In-Store,WARE-XYS1001,2020-06-18,2020-10-02,2020-10-23,2020-11-01,8,11,5,34,7,0.1,3095.4,4020.0,25326.0,3658.2,106,21,9,136
7222,SO - 0007323,Distributor,WARE-NBV1002,2020-06-18,2020-10-02,2020-10-12,2020-10-13,24,49,82,9,6,0.08,1497.79,1762.1,9726.792000000001,740.05,106,10,1,117
7223,SO - 0007324,Online,WARE-NMK1003,2020-06-18,2020-10-02,2020-10-12,2020-10-18,19,36,133,15,3,0.05,1691.42,1989.9,5671.215,596.95,106,10,6,122
7224,SO - 0007325,Distributor,WARE-NMK1003,2020-06-18,2020-10-03,2020-10-24,2020-10-29,25,39,125,12,6,0.1,674.36,1226.1,6620.9400000000005,2574.78,107,21,5,133
7225,SO - 0007326,Distributor,WARE-NBV1002,2020-06-18,2020-10-03,2020-10-24,2020-11-03,21,9,61,24,3,0.2,1383.28,2231.1,5354.64,1204.8,107,21,10,138
7226,SO - 0007327,Distributor,WARE-UHY1004,2020-06-18,2020-10-03,2020-10-21,2020-10-30,23,41,215,3,6,0.05,678.44,817.4,4659.18,588.54,107,18,9,134
7227,SO - 0007328,Distributor,WARE-XYS1001,2020-06-18,2020-10-03,2020-10-15,2020-10-25,22,11,26,9,2,0.1,2425.94,3912.8,7043.040000000001,2191.16,107,12,10,129
7228,SO - 0007329,Online,WARE-XYS1001,2020-06-18,2020-10-03,2020-10-15,2020-10-24,16,14,30,13,7,0.2,2628.28,3128.9,17521.840000000004,-876.12,107,12,9,128
7229,SO - 0007330,Wholesale,WARE-UHY1004,2020-06-18,2020-10-03,2020-10-28,2020-11-02,28,40,218,41,5,0.1,1930.94,3510.8,15798.600000000002,6143.9,107,25,5,137
7230,SO - 0007331,In-Store,WARE-UHY1004,2020-06-18,2020-10-03,2020-10-17,2020-10-23,8,42,224,1,1,0.05,546.85,1031.8,980.2099999999999,433.36,107,14,6,127
7231,SO - 0007332,Wholesale,WARE-NMK1003,2020-06-18,2020-10-03,2020-10-18,2020-10-20,27,41,119,16,1,0.05,4711.44,5889.3,5594.835,883.4,107,15,2,124
7232,SO - 0007333,Wholesale,WARE-UHY1004,2020-06-18,2020-10-03,2020-10-17,2020-10-19,27,41,214,3,5,0.08,768.49,1038.5,4777.1,934.65,107,14,2,123
7233,SO - 0007334,Online,WARE-NMK1003,2020-06-18,2020-10-03,2020-10-11,2020-10-21,13,21,201,46,6,0.15,135.07,214.4,1093.44,283.02,107,8,10,125
7234,SO - 0007335,In-Store,WARE-UHY1004,2020-06-18,2020-10-03,2020-10-13,2020-10-19,10,29,223,24,2,0.2,671.14,1065.3,1704.48,362.2,107,10,6,123
7235,SO - 0007336,Online,WARE-XYS1001,2020-06-18,2020-10-04,2020-10-22,2020-10-31,15,4,5,43,7,0.05,619.08,1125.6,7485.24,3151.68,108,18,9,135
7236,SO - 0007337,Distributor,WARE-PUJ1005,2020-06-18,2020-10-04,2020-10-17,2020-10-22,24,38,269,28,4,0.3,1016.66,1882.7,5271.5599999999995,1204.92,108,13,5,126
7237,SO - 0007338,In-Store,WARE-UHY1004,2020-06-18,2020-10-04,2020-10-24,2020-10-31,7,36,254,4,2,0.05,506.52,1125.6,2138.64,1125.6,108,20,7,135
7238,SO - 0007339,In-Store,WARE-UHY1004,2020-06-18,2020-10-04,2020-10-10,2020-10-16,1,25,237,16,3,0.2,1007.68,2519.2,6046.08,3023.04,108,6,6,120
7239,SO - 0007340,Wholesale,WARE-PUJ1005,2020-06-18,2020-10-04,2020-11-01,2020-11-08,27,2,269,46,4,0.2,428.4,931.3,2980.16,1266.56,108,28,7,143
7240,SO - 0007341,Online,WARE-NMK1003,2020-06-18,2020-10-04,2020-10-17,2020-10-21,20,50,115,38,1,0.08,1214.44,2291.4,2108.088,893.65,108,13,4,125
7241,SO - 0007342,Online,WARE-MKL1006,2020-06-18,2020-10-04,2020-10-12,2020-10-18,13,43,364,18,7,0.3,2026.08,3618.0,17728.2,3545.64,108,8,6,122
7242,SO - 0007343,In-Store,WARE-MKL1006,2020-06-18,2020-10-04,2020-10-25,2020-10-28,3,39,329,46,7,0.08,452.92,1132.3,7292.011999999999,4121.57,108,21,3,132
7243,SO - 0007344,Online,WARE-PUJ1005,2020-06-18,2020-10-04,2020-10-17,2020-10-20,17,20,291,41,4,0.08,508.87,1038.5,3821.6800000000003,1786.2,108,13,3,124
7244,SO - 0007345,In-Store,WARE-MKL1006,2020-06-18,2020-10-04,2020-10-30,2020-11-02,6,27,350,6,5,0.05,447.16,951.4,4519.15,2283.35,108,26,3,137
7245,SO - 0007346,Distributor,WARE-PUJ1005,2020-06-18,2020-10-05,2020-10-07,2020-10-11,21,30,313,29,7,0.08,883.93,1118.9,7205.716000000001,1018.21,109,2,4,115
7246,SO - 0007347,In-Store,WARE-NBV1002,2020-06-18,2020-10-05,2020-10-21,2020-10-26,5,32,73,43,6,0.1,3734.45,6023.3,32525.82,10119.12,109,16,5,130
7247,SO - 0007348,Wholesale,WARE-NMK1003,2020-06-18,2020-10-05,2020-10-21,2020-10-29,26,43,177,24,8,0.15,844.47,1835.8,12483.439999999999,5727.68,109,16,8,133
7248,SO - 0007349,Wholesale,WARE-NMK1003,2020-06-18,2020-10-05,2020-10-10,2020-10-13,27,18,129,6,3,0.05,656.2,1112.2,3169.7699999999995,1201.17,109,5,3,117
7249,SO - 0007350,Distributor,WARE-NMK1003,2020-06-18,2020-10-05,2020-11-01,2020-11-04,22,46,189,10,4,0.15,1128.82,2351.7,7995.779999999999,3480.5,109,27,3,139
7250,SO - 0007351,In-Store,WARE-PUJ1005,2020-06-18,2020-10-05,2020-10-18,2020-10-24,10,36,328,28,7,0.05,633.15,1005.0,6683.25,2251.2,109,13,6,128
7251,SO - 0007352,Online,WARE-UHY1004,2020-06-18,2020-10-05,2020-10-26,2020-11-02,17,39,216,7,7,0.3,1347.97,2284.7,11195.029999999999,1759.24,109,21,7,137
7252,SO - 0007353,Online,WARE-UHY1004,2020-06-18,2020-10-05,2020-10-19,2020-10-20,15,19,258,14,8,0.1,4226.36,5092.0,36662.4,2851.52,109,14,1,124
7253,SO - 0007354,Online,WARE-UHY1004,2020-06-18,2020-10-06,2020-10-17,2020-10-22,13,37,255,33,7,0.05,2845.89,3845.8,25574.57,5653.34,110,11,5,126
7254,SO - 0007355,In-Store,WARE-MKL1006,2020-06-18,2020-10-06,2020-10-16,2020-10-24,12,41,331,18,1,0.1,2459.97,3671.6,3304.44,844.47,110,10,8,128
7255,SO - 0007356,In-Store,WARE-NBV1002,2020-06-18,2020-10-06,2020-10-18,2020-10-25,10,4,60,16,4,0.05,846.61,1085.4,4124.52,738.08,110,12,7,129
7256,SO - 0007357,Online,WARE-NMK1003,2020-06-18,2020-10-06,2020-10-13,2020-10-21,20,47,154,15,2,0.15,762.8,1105.5,1879.35,353.75,110,7,8,125
7257,SO - 0007358,Wholesale,WARE-NMK1003,2020-06-18,2020-10-06,2020-10-24,2020-10-30,26,47,173,7,2,0.05,2964.08,3705.1,7039.69,1111.53,110,18,6,134
7258,SO - 0007359,In-Store,WARE-XYS1001,2020-06-18,2020-10-06,2020-10-23,2020-10-27,8,42,20,37,2,0.08,2039.55,2793.9,5140.776000000001,1061.68,110,17,4,131
7259,SO - 0007360,Online,WARE-NMK1003,2020-06-18,2020-10-06,2020-10-20,2020-10-29,15,18,197,6,2,0.08,1414.64,2773.8,5103.792,2274.51,110,14,9,133
7260,SO - 0007361,In-Store,WARE-XYS1001,2020-06-18,2020-10-06,2020-10-09,2020-10-14,3,13,29,16,2,0.15,116.58,201.0,341.7,108.54,110,3,5,118
7261,SO - 0007362,In-Store,WARE-NMK1003,2020-06-18,2020-10-06,2020-10-27,2020-10-29,1,32,155,6,5,0.15,433.36,1031.8,4385.15,2218.35,110,21,2,133
7262,SO - 0007363,Online,WARE-UHY1004,2020-06-18,2020-10-07,2020-10-12,2020-10-15,14,49,242,45,4,0.08,868.32,1929.6,7100.928,3627.65,111,5,3,119
7263,SO - 0007364,Online,WARE-UHY1004,2020-06-18,2020-10-07,2020-10-28,2020-10-30,13,17,212,24,6,0.08,2323.83,4006.6,22116.432,8173.45,111,21,2,134
7264,SO - 0007365,Online,WARE-UHY1004,2020-06-18,2020-10-07,2020-10-22,2020-10-28,20,16,229,33,7,0.05,2659.1,6043.4,40188.61,21574.91,111,15,6,132
7265,SO - 0007366,In-Store,WARE-XYS1001,2020-06-18,2020-10-07,2020-10-09,2020-10-14,4,36,11,33,6,0.05,545.51,790.6,4506.42,1233.36,111,2,5,118
7266,SO - 0007367,In-Store,WARE-NMK1003,2020-06-18,2020-10-07,2020-10-23,2020-10-30,9,11,128,26,5,0.1,722.26,1031.8,4643.1,1031.8,111,16,7,134
7267,SO - 0007368,Online,WARE-NBV1002,2020-06-18,2020-10-07,2020-10-14,2020-10-22,15,22,80,7,8,0.08,3183.84,5896.0,43394.560000000005,17923.84,111,7,8,126
7268,SO - 0007369,In-Store,WARE-PUJ1005,2020-06-18,2020-10-07,2020-10-30,2020-11-06,5,46,302,37,4,0.05,2372.81,5272.9,20037.019999999997,10545.78,111,23,7,141
7269,SO - 0007370,In-Store,WARE-NMK1003,2020-06-18,2020-10-08,2020-10-13,2020-10-21,3,28,114,34,5,0.2,2469.89,3859.2,15436.800000000001,3087.35,112,5,8,125
7270,SO - 0007371,Distributor,WARE-XYS1001,2020-06-18,2020-10-08,2020-10-23,2020-10-26,20,49,51,32,2,0.08,703.1,1326.6,2440.944,1034.74,112,15,3,130
7271,SO - 0007372,Distributor,WARE-NBV1002,2020-06-18,2020-10-08,2020-10-16,2020-10-24,24,32,81,12,1,0.15,3528.35,5266.2,4476.2699999999995,947.92,112,8,8,128
7272,SO - 0007373,Distributor,WARE-MKL1006,2020-06-18,2020-10-08,2020-10-10,2020-10-11,24,3,354,10,7,0.08,4928.12,6009.9,38703.756,4206.92,112,2,1,115
7273,SO - 0007374,In-Store,WARE-UHY1004,2020-06-18,2020-10-08,2020-10-15,2020-10-21,7,3,258,27,2,0.15,1110.79,1882.7,3200.59,979.01,112,7,6,125
7274,SO - 0007375,Distributor,WARE-PUJ1005,2020-06-18,2020-10-08,2020-10-12,2020-10-16,23,5,281,9,6,0.05,214.27,261.3,1489.4099999999999,203.79,112,4,4,120
7275,SO - 0007376,In-Store,WARE-NBV1002,2020-06-18,2020-10-08,2020-10-29,2020-11-01,5,39,65,42,4,0.05,1862.06,3879.3,14741.34,7293.1,112,21,3,136
7276,SO - 0007377,Online,WARE-PUJ1005,2020-06-18,2020-10-08,2020-10-19,2020-10-24,14,21,299,4,5,0.08,436.84,1092.1,5023.66,2839.46,112,11,5,128
7277,SO - 0007378,In-Store,WARE-NBV1002,2020-06-18,2020-10-08,2020-10-25,2020-11-02,3,45,79,37,4,0.2,1473.67,1775.5,5681.6,-213.08,112,17,8,137
7278,SO - 0007379,Online,WARE-NMK1003,2020-06-18,2020-10-08,2020-10-21,2020-10-31,14,2,98,7,6,0.3,933.44,1728.6,7260.119999999999,1659.48,112,13,10,135
7279,SO - 0007380,Distributor,WARE-PUJ1005,2020-06-18,2020-10-09,2020-10-28,2020-11-02,22,39,293,17,6,0.08,600.59,1112.2,6139.344,2535.8,113,19,5,137
7280,SO - 0007381,Distributor,WARE-PUJ1005,2020-06-18,2020-10-09,2020-10-31,2020-11-01,23,13,304,39,1,0.08,1631.72,1989.9,1830.708,198.99,113,22,1,136
7281,SO - 0007382,Distributor,WARE-PUJ1005,2020-06-18,2020-10-09,2020-10-17,2020-10-27,24,6,299,14,8,0.4,2316.46,3926.2,18845.76,314.08,113,8,10,131
7282,SO - 0007383,In-Store,WARE-PUJ1005,2020-06-18,2020-10-09,2020-11-04,2020-11-14,11,17,296,31,2,0.08,2234.45,3852.5,7088.6,2619.7,113,26,10,149
7283,SO - 0007384,In-Store,WARE-NMK1003,2020-06-18,2020-10-09,2020-10-23,2020-11-01,1,17,149,45,8,0.4,619.75,837.5,4020.0,-938.0,113,14,9,136
7284,SO - 0007385,Online,WARE-UHY1004,2020-06-18,2020-10-09,2020-10-25,2020-10-27,19,26,213,44,7,0.1,1748.9,2271.3,14309.190000000002,2066.89,113,16,2,131
7285,SO - 0007386,Online,WARE-XYS1001,2020-06-18,2020-10-09,2020-10-21,2020-10-28,14,39,26,31,6,0.1,137.08,207.7,1121.58,299.1,113,12,7,132
7286,SO - 0007387,Distributor,WARE-PUJ1005,2020-06-18,2020-10-09,2020-10-16,2020-10-22,23,14,274,40,8,0.15,731.64,938.0,6378.4,525.28,113,7,6,126
7287,SO - 0007388,Distributor,WARE-PUJ1005,2020-06-18,2020-10-10,2020-10-12,2020-10-13,22,43,263,39,2,0.05,1445.46,3142.3,5970.37,3079.45,114,2,1,117
7288,SO - 0007389,In-Store,WARE-NMK1003,2020-06-18,2020-10-10,2020-10-20,2020-10-26,10,3,182,7,8,0.1,2016.3,2458.9,17704.08,1573.68,114,10,6,130
7289,SO - 0007390,Wholesale,WARE-XYS1001,2020-06-18,2020-10-10,2020-10-13,2020-10-14,26,4,12,31,8,0.08,2718.32,3939.6,28995.456000000002,7248.9,114,3,1,118
7290,SO - 0007391,Online,WARE-MKL1006,2020-06-18,2020-10-10,2020-10-14,2020-10-22,13,46,363,7,1,0.08,1280.37,1829.1,1682.772,402.4,114,4,8,126
7291,SO - 0007392,In-Store,WARE-PUJ1005,2020-06-18,2020-10-10,2020-10-29,2020-11-08,8,29,312,15,5,0.4,742.9,964.8,2894.4,-820.1,114,19,10,143
7292,SO - 0007393,Distributor,WARE-PUJ1005,2020-06-18,2020-10-10,2020-10-27,2020-11-01,25,15,286,41,5,0.08,704.77,1051.9,4838.740000000001,1314.89,114,17,5,136
7293,SO - 0007394,Online,WARE-NMK1003,2020-06-18,2020-10-10,2020-10-15,2020-10-21,12,27,143,8,2,0.15,149.54,207.7,353.09,54.01,114,5,6,125
7294,SO - 0007395,Distributor,WARE-NMK1003,2020-06-18,2020-10-10,2020-10-29,2020-11-08,21,11,198,36,7,0.05,651.24,1085.4,7217.910000000001,2659.23,114,19,10,143
7295,SO - 0007396,In-Store,WARE-UHY1004,2020-06-18,2020-10-10,2020-10-19,2020-10-24,7,44,216,13,4,0.05,503.77,690.1,2622.38,607.3,114,9,5,128
7296,SO - 0007397,In-Store,WARE-UHY1004,2020-06-18,2020-10-10,2020-10-21,2020-10-28,1,3,234,38,1,0.08,1072.34,1949.7,1793.7240000000002,721.38,114,11,7,132
7297,SO - 0007398,In-Store,WARE-PUJ1005,2020-06-18,2020-10-10,2020-11-04,2020-11-13,12,29,310,9,7,0.05,127.84,241.2,1603.98,709.1,114,25,9,148
7298,SO - 0007399,Distributor,WARE-NMK1003,2020-06-18,2020-10-10,2020-10-28,2020-11-05,24,26,127,24,7,0.15,1499.46,2499.1,14869.644999999997,4373.42,114,18,8,140
7299,SO - 0007400,In-Store,WARE-MKL1006,2020-06-18,2020-10-10,2020-10-29,2020-11-02,2,2,332,40,6,0.1,2612.6,3899.4,21056.760000000002,5381.16,114,19,4,137
7300,SO - 0007401,In-Store,WARE-PUJ1005,2020-06-18,2020-10-10,2020-10-16,2020-10-17,5,28,263,38,2,0.08,874.75,1715.2,3155.9680000000003,1406.47,114,6,1,121
7301,SO - 0007402,In-Store,WARE-PUJ1005,2020-06-18,2020-10-11,2020-11-02,2020-11-04,7,11,280,9,6,0.15,1095.85,2331.6,11891.16,5316.06,115,22,2,139
7302,SO - 0007403,Distributor,WARE-NMK1003,2020-06-18,2020-10-11,2020-11-01,2020-11-02,25,13,138,37,7,0.05,485.88,991.6,6594.139999999999,3192.98,115,21,1,137
7303,SO - 0007404,Online,WARE-PUJ1005,2020-06-18,2020-10-11,2020-11-08,2020-11-18,19,4,265,21,3,0.05,3561.72,5936.2,16918.17,6233.01,115,28,10,153
7304,SO - 0007405,Online,WARE-PUJ1005,2020-06-18,2020-10-11,2020-11-05,2020-11-15,17,45,299,2,6,0.15,623.77,891.1,4544.61,801.99,115,25,10,150
7305,SO - 0007406,Online,WARE-XYS1001,2020-06-18,2020-10-11,2020-11-05,2020-11-14,17,8,24,33,4,0.05,1008.02,1708.5,6492.299999999999,2460.22,115,25,9,149
7306,SO - 0007407,In-Store,WARE-MKL1006,2020-06-18,2020-10-11,2020-10-13,2020-10-16,5,46,342,40,4,0.05,963.59,1889.4,7179.72,3325.36,115,2,3,120
7307,SO - 0007408,In-Store,WARE-MKL1006,2020-06-18,2020-10-11,2020-11-08,2020-11-17,1,44,341,40,2,0.1,2659.63,5540.9,9973.619999999999,4654.36,115,28,9,152
7308,SO - 0007409,In-Store,WARE-PUJ1005,2020-06-18,2020-10-12,2020-10-25,2020-10-26,2,21,306,20,5,0.05,2401.28,6003.2,28515.2,16508.8,116,13,1,130
7309,SO - 0007410,Distributor,WARE-NMK1003,2020-06-18,2020-10-12,2020-10-16,2020-10-26,23,1,131,5,1,0.1,656.87,864.3,777.87,121.0,116,4,10,130
7310,SO - 0007411,Wholesale,WARE-NMK1003,2020-06-18,2020-10-12,2020-10-17,2020-10-21,27,11,90,14,5,0.05,502.37,1092.1,5187.474999999999,2675.62,116,5,4,125
7311,SO - 0007412,Online,WARE-UHY1004,2020-06-18,2020-10-13,2020-10-15,2020-10-23,13,30,234,35,8,0.05,1814.63,2452.2,18636.719999999998,4119.68,117,2,8,127
7312,SO - 0007413,Online,WARE-MKL1006,2020-06-18,2020-10-13,2020-11-10,2020-11-16,14,37,360,8,2,0.15,176.55,207.7,353.09,-0.01,117,28,6,151
7313,SO - 0007414,Online,WARE-NMK1003,2020-06-18,2020-10-13,2020-11-08,2020-11-13,18,43,124,35,2,0.1,2815.94,5313.1,9563.580000000002,3931.7,117,26,5,148
7314,SO - 0007415,In-Store,WARE-NMK1003,2020-06-18,2020-10-13,2020-10-26,2020-11-05,10,28,111,43,5,0.1,826.58,1132.3,5095.349999999999,962.45,117,13,10,140
7315,SO - 0007416,Distributor,WARE-PUJ1005,2020-06-18,2020-10-13,2020-11-09,2020-11-11,24,15,265,20,3,0.05,1699.79,3953.0,11266.05,6166.68,117,27,2,146
7316,SO - 0007417,In-Store,WARE-NBV1002,2020-06-18,2020-10-13,2020-10-17,2020-10-20,1,36,80,36,2,0.05,4461.13,5440.4,10336.759999999998,1414.5,117,4,3,124
7317,SO - 0007418,In-Store,WARE-NMK1003,2020-06-18,2020-10-13,2020-11-04,2020-11-09,6,46,155,13,3,0.05,829.59,1011.7,2883.3450000000003,394.58,117,22,5,144
7318,SO - 0007419,In-Store,WARE-MKL1006,2020-06-18,2020-10-13,2020-10-23,2020-10-30,9,37,336,29,8,0.4,509.0,716.9,3441.12,-630.88,117,10,7,134
7319,SO - 0007420,In-Store,WARE-NMK1003,2020-06-18,2020-10-13,2020-11-06,2020-11-11,7,44,203,34,6,0.2,153.7,207.7,996.96,74.76,117,24,5,146
7320,SO - 0007421,In-Store,WARE-MKL1006,2020-06-18,2020-10-13,2020-10-23,2020-11-01,9,39,357,3,6,0.08,2303.46,3839.1,21191.832000000002,7371.07,117,10,9,136
7321,SO - 0007422,In-Store,WARE-UHY1004,2020-06-18,2020-10-13,2020-10-15,2020-10-17,5,33,235,9,4,0.08,2774.47,3383.5,12451.28,1353.4,117,2,2,121
7322,SO - 0007423,In-Store,WARE-XYS1001,2020-06-18,2020-10-14,2020-10-27,2020-11-04,5,49,17,34,3,0.15,445.95,857.6,2186.88,849.03,118,13,8,139
7323,SO - 0007424,Online,WARE-XYS1001,2020-06-18,2020-10-14,2020-10-19,2020-10-23,20,6,16,8,8,0.1,496.6,730.3,5258.16,1285.36,118,5,4,127
7324,SO - 0007425,Wholesale,WARE-XYS1001,2020-06-18,2020-10-14,2020-11-07,2020-11-09,28,28,33,33,1,0.08,1065.57,1902.8,1750.576,685.01,118,24,2,144
7325,SO - 0007426,In-Store,WARE-PUJ1005,2020-06-18,2020-10-14,2020-10-23,2020-11-02,5,1,286,31,4,0.2,2455.82,2994.9,9583.68,-239.6,118,9,10,137
7326,SO - 0007427,In-Store,WARE-NMK1003,2020-06-18,2020-10-14,2020-10-23,2020-10-24,7,47,149,24,8,0.08,2072.98,3986.5,29340.640000000003,12756.8,118,9,1,128
7327,SO - 0007428,In-Store,WARE-PUJ1005,2020-06-18,2020-10-14,2020-10-16,2020-10-24,10,9,327,25,2,0.4,562.47,770.5,924.5999999999999,-200.34,118,2,8,128
7328,SO - 0007429,Online,WARE-XYS1001,2020-06-18,2020-10-15,2020-10-22,2020-10-31,13,34,11,33,2,0.05,2974.8,3966.4,7536.16,1586.56,119,7,9,135
7329,SO - 0007430,Online,WARE-PUJ1005,2020-06-18,2020-10-15,2020-11-02,2020-11-05,18,49,283,29,3,0.08,651.84,944.7,2607.3720000000003,651.85,119,18,3,140
7330,SO - 0007431,Distributor,WARE-NMK1003,2020-06-18,2020-10-15,2020-10-20,2020-10-24,21,20,95,44,1,0.15,537.61,911.2,774.52,236.91,119,5,4,128
7331,SO - 0007432,Distributor,WARE-XYS1001,2020-06-18,2020-10-15,2020-10-17,2020-10-21,22,9,39,22,3,0.1,1662.67,2519.2,6801.839999999999,1813.83,119,2,4,125
7332,SO - 0007433,Distributor,WARE-NMK1003,2020-06-18,2020-10-15,2020-10-18,2020-10-22,25,43,118,19,3,0.05,154.37,241.2,687.42,224.31,119,3,4,126
7333,SO - 0007434,Online,WARE-NMK1003,2020-06-18,2020-10-15,2020-10-26,2020-10-30,15,10,122,6,4,0.15,1238.16,1768.8,6013.92,1061.28,119,11,4,134
7334,SO - 0007435,Distributor,WARE-NMK1003,2020-06-18,2020-10-15,2020-11-02,2020-11-05,22,39,188,33,1,0.08,839.18,1118.9,1029.3880000000001,190.21,119,18,3,140
7335,SO - 0007436,Online,WARE-PUJ1005,2020-06-18,2020-10-15,2020-11-11,2020-11-21,15,6,284,23,3,0.15,813.65,1232.8,3143.6399999999994,702.69,119,27,10,156
7336,SO - 0007437,Online,WARE-NMK1003,2020-06-18,2020-10-15,2020-10-31,2020-11-07,13,8,100,29,6,0.08,2902.44,3819.0,21080.88,3666.24,119,16,7,142
7337,SO - 0007438,Distributor,WARE-PUJ1005,2020-06-18,2020-10-15,2020-10-26,2020-10-28,24,10,315,43,6,0.05,2508.48,3919.5,22341.149999999998,7290.27,119,11,2,132
7338,SO - 0007439,Wholesale,WARE-XYS1001,2020-06-18,2020-10-15,2020-10-25,2020-11-01,27,9,17,22,2,0.2,1907.89,3028.4,4845.4400000000005,1029.66,119,10,7,136
7339,SO - 0007440,Distributor,WARE-XYS1001,2020-06-18,2020-10-15,2020-11-06,2020-11-08,25,48,27,8,1,0.3,157.18,227.8,159.46,2.28,119,22,2,143
7340,SO - 0007441,Wholesale,WARE-MKL1006,2020-06-18,2020-10-15,2020-11-07,2020-11-08,27,37,336,43,8,0.05,1581.47,1882.7,14308.52,1656.76,119,23,1,143
7341,SO - 0007442,Distributor,WARE-UHY1004,2020-06-18,2020-10-16,2020-10-29,2020-11-07,23,25,207,8,6,0.4,363.01,864.3,3111.4799999999996,933.42,120,13,9,142
7342,SO - 0007443,Distributor,WARE-NMK1003,2020-06-18,2020-10-16,2020-11-11,2020-11-14,25,29,106,18,1,0.05,2380.51,2800.6,2660.5699999999997,280.06,120,26,3,149
7343,SO - 0007444,In-Store,WARE-NMK1003,2020-06-18,2020-10-16,2020-11-03,2020-11-04,3,5,196,27,7,0.08,596.57,1125.6,7248.864,3072.87,120,18,1,139
7344,SO - 0007445,Online,WARE-NBV1002,2020-06-18,2020-10-16,2020-10-31,2020-11-05,15,22,79,20,8,0.05,4711.44,5889.3,44758.68,7067.16,120,15,5,140
7345,SO - 0007446,Online,WARE-PUJ1005,2020-06-18,2020-10-16,2020-11-04,2020-11-12,18,9,317,33,4,0.05,846.61,1045.2,3971.7599999999998,585.32,120,19,8,147
7346,SO - 0007447,In-Store,WARE-XYS1001,2020-06-18,2020-10-16,2020-10-23,2020-10-28,3,15,15,42,1,0.08,4311.12,5071.9,4666.148,355.03,120,7,5,132
7347,SO - 0007448,Online,WARE-UHY1004,2020-06-18,2020-10-16,2020-10-24,2020-10-31,18,48,207,47,4,0.15,1815.97,2358.4,8018.56,754.68,120,8,7,135
7348,SO - 0007449,Online,WARE-NMK1003,2020-06-18,2020-10-17,2020-11-02,2020-11-05,16,6,190,27,4,0.08,801.99,1909.5,7026.96,3819.0,121,16,3,140
7349,SO - 0007450,Online,WARE-XYS1001,2020-06-18,2020-10-17,2020-10-23,2020-10-30,16,33,11,10,3,0.2,548.33,884.4,2122.56,477.57,121,6,7,134
7350,SO - 0007451,In-Store,WARE-UHY1004,2020-06-18,2020-10-17,2020-10-23,2020-11-01,5,32,206,32,7,0.4,472.35,944.7,3967.7400000000002,661.29,121,6,9,136
7351,SO - 0007452,Distributor,WARE-NBV1002,2020-06-18,2020-10-17,2020-10-28,2020-11-04,22,44,75,42,8,0.05,2487.58,3658.2,27802.319999999996,7901.68,121,11,7,139
7352,SO - 0007453,In-Store,WARE-NMK1003,2020-06-18,2020-10-18,2020-11-11,2020-11-18,5,38,96,16,5,0.05,452.79,730.3,3468.9249999999997,1204.97,122,24,7,153
7353,SO - 0007454,In-Store,WARE-XYS1001,2020-06-18,2020-10-18,2020-10-24,2020-11-03,2,34,26,42,3,0.1,3082.0,3852.5,10401.75,1155.75,122,6,10,138
7354,SO - 0007455,In-Store,WARE-PUJ1005,2020-06-18,2020-10-18,2020-10-27,2020-11-03,6,45,325,1,1,0.2,449.44,1045.2,836.1600000000001,386.72,122,9,7,138
7355,SO - 0007456,In-Store,WARE-XYS1001,2020-06-18,2020-10-18,2020-10-31,2020-11-01,11,15,54,3,8,0.08,796.36,1896.1,13955.296,7584.42,122,13,1,136
7356,SO - 0007457,Online,WARE-MKL1006,2020-06-18,2020-10-18,2020-10-22,2020-10-27,13,10,337,27,2,0.1,637.57,1045.2,1881.3600000000001,606.22,122,4,5,131
7357,SO - 0007458,In-Store,WARE-PUJ1005,2020-06-18,2020-10-18,2020-11-04,2020-11-10,4,31,320,11,7,0.3,633.95,1112.2,5449.78,1012.13,122,17,6,145
7358,SO - 0007459,In-Store,WARE-NMK1003,2020-06-18,2020-10-18,2020-11-01,2020-11-10,10,28,152,9,4,0.1,717.57,1025.1,3690.3599999999997,820.08,122,14,9,145
7359,SO - 0007460,In-Store,WARE-XYS1001,2020-06-18,2020-10-18,2020-10-23,2020-10-26,1,3,5,8,2,0.1,556.44,1011.7,1821.0600000000002,708.18,122,5,3,130
